A0P0,A0P1,A0P2,A1P0,A1P1,A1P2,A2P0,A2P1,A2P2,acc,f1_0,f1_1,f1_2,f1_all,model,prec_0,prec_1,prec_2,prec_all,rec_0,rec_1,rec_2,rec_all,rnd_ct,sup_0,sup_1,sup_2,sup_all,trtest
17,27,1,23,109,9,10,84,20,0.48666666666666669,0.35789473684210521,0.60387811634349031,0.27777777777777779,0.44306248076331173,LM,0.34000000000000002,0.49545454545454548,0.66666666666666663,0.53719696969696973,0.37777777777777777,0.77304964539007093,0.17543859649122806,0.48666666666666669,16,45,141,114,300,TE
50,45,53,16,273,49,27,62,125,0.64000000000000001,0.41493775933609961,0.76044568245125332,0.56689342403628107,0.62822374542004367,GV,0.5376344086021505,0.71842105263157896,0.5506607929515418,0.62891088279174556,0.33783783783783783,0.80769230769230771,0.58411214953271029,0.64000000000000001,16,148,338,214,700,TR
10,13,22,7,108,26,13,42,59,0.58999999999999997,0.26666666666666666,0.71052631578947367,0.5339366515837104,0.57684329602286255,GV,0.33333333333333331,0.66257668711656437,0.55140186915887845,0.57094375322515911,0.22222222222222221,0.76595744680851063,0.51754385964912286,0.58999999999999997,16,45,141,114,300,TE
10,10,128,0,311,27,0,18,196,0.73857142857142855,0.12658227848101267,0.91875923190546527,0.69380530973451315,0.68249876268917564,NN,1.0,0.91740412979351027,0.55840455840455838,0.82511595909825997,0.067567567567567571,0.92011834319526631,0.91588785046728971,0.73857142857142855,16,148,338,214,700,TR
2,7,36,0,114,27,4,26,84,0.66666666666666663,0.078431372549019607,0.79166666666666652,0.64367816091954033,0.62844574036511158,NN,0.33333333333333331,0.77551020408163263,0.5714285714285714,0.63163265306122451,0.044444444444444446,0.80851063829787229,0.73684210526315785,0.66666666666666663,16,45,141,114,300,TE
50,74,8,77,238,26,17,164,46,0.47714285714285715,0.36231884057971014,0.58261933904528762,0.29967426710097717,0.44932191457555232,LM,0.34722222222222221,0.5,0.57499999999999996,0.49551190476190471,0.37878787878787878,0.69794721407624638,0.20264317180616739,0.47714285714285715,17,132,341,227,700,TR
30,28,3,21,110,7,8,71,22,0.54000000000000004,0.49999999999999989,0.63400576368876083,0.33082706766917291,0.5046877640787848,LM,0.50847457627118642,0.52631578947368418,0.6875,0.57695342699970265,0.49180327868852458,0.79710144927536231,0.21782178217821782,0.54000000000000004,17,61,138,101,300,TE
45,41,46,8,286,47,25,65,137,0.66857142857142859,0.42857142857142855,0.78035470668485674,0.5995623632385122,0.65539005715158138,GV,0.57692307692307687,0.72959183673469385,0.59565217391304348,0.65736815136948235,0.34090909090909088,0.83870967741935487,0.6035242290748899,0.66857142857142859,17,132,341,227,700,TR
20,17,24,3,106,29,13,32,56,0.60666666666666669,0.41237113402061853,0.72354948805460739,0.53333333333333333,0.59623711731153406,GV,0.55555555555555558,0.68387096774193545,0.51376146788990829,0.60050996898052245,0.32786885245901637,0.76811594202898548,0.5544554455445545,0.60666666666666669,17,61,138,101,300,TE
44,10,78,1,311,29,15,12,200,0.79285714285714282,0.45833333333333326,0.9228486646884273,0.74906367041198496,0.77889835406039176,NN,0.73333333333333328,0.93393393393393398,0.65146579804560256,0.80450601089689044,0.33333333333333331,0.91202346041055715,0.88105726872246692,0.79285714285714282,17,132,341,227,700,TR
12,9,40,3,103,32,10,16,75,0.6333333333333333,0.27906976744186046,0.77443609022556381,0.60483870967741926,0.61661381980833541,NN,0.47999999999999998,0.8046875,0.51020408163265307,0.63952495748299321,0.19672131147540983,0.74637681159420288,0.74257425742574257,0.6333333333333333,17,61,138,101,300,TE
55,76,8,71,245,22,14,161,48,0.49714285714285716,0.39426523297491045,0.59756097560975607,0.318936877076412,0.46843057246807146,LM,0.39285714285714285,0.50829875518672196,0.61538461538461542,0.51948984477289162,0.39568345323741005,0.7248520710059172,0.21524663677130046,0.49714285714285716,18,139,338,223,700,TR
25,26,3,27,103,11,11,74,20,0.49333333333333335,0.42735042735042733,0.59883720930232576,0.28776978417266186,0.45909598975560167,LM,0.3968253968253968,0.5073891625615764,0.58823529411764708,0.51578383077368883,0.46296296296296297,0.73049645390070927,0.19047619047619047,0.49333333333333335,18,54,141,105,300,TE
44,40,55,7,286,45,26,67,130,0.65714285714285714,0.40740740740740733,0.78248974008207928,0.57395143487858724,0.64157475965042476,GV,0.5714285714285714,0.72773536895674296,0.56521739130434778,0.64492372056688596,0.31654676258992803,0.84615384615384615,0.5829596412556054,0.65714285714285714,18,139,338,223,700,TR
18,16,20,5,109,27,23,20,62,0.63,0.35999999999999999,0.76223776223776207,0.57943925233644866,0.62585548656950518,GV,0.39130434782608697,0.75172413793103443,0.56880733944954132,0.62282769624362122,0.33333333333333331,0.77304964539007093,0.59047619047619049,0.63,18,54,141,105,300,TE
107,4,28,18,268,52,106,10,107,0.68857142857142861,0.57837837837837835,0.86451612903225816,0.52195121951219514,0.6985659545124534,NN,0.46320346320346323,0.95035460992907805,0.57219251336898391,0.7331486714608475,0.76978417266187049,0.79289940828402372,0.47982062780269058,0.68857142857142861,18,139,338,223,700,TR
36,6,12,15,95,31,58,9,38,0.56333333333333335,0.441717791411043,0.75697211155378485,0.40860215053763443,0.5782968475724386,NN,0.33027522935779818,0.86363636363636365,0.46913580246913578,0.62955616305769213,0.66666666666666663,0.67375886524822692,0.3619047619047619,0.56333333333333335,18,54,141,105,300,TE
55,68,8,74,249,23,16,165,42,0.49428571428571427,0.3985507246376811,0.60144927536231874,0.28378378378378377,0.46227911140954614,LM,0.37931034482758619,0.51659751037344404,0.57534246575342463,0.50961966232091305,0.41984732824427479,0.71965317919075145,0.18834080717488788,0.49428571428571427,19,131,346,223,700,TR
25,34,3,24,99,10,9,70,26,0.5,0.41666666666666669,0.5892857142857143,0.3611111111111111,0.47375,LM,0.43103448275862066,0.48768472906403942,0.66666666666666663,0.5386206896551724,0.40322580645161288,0.74436090225563911,0.24761904761904763,0.5,19,62,133,105,300,TE
38,38,55,10,299,37,29,87,107,0.63428571428571423,0.36538461538461542,0.77662337662337666,0.50710900473933651,0.61380340140563572,GV,0.4935064935064935,0.70518867924528306,0.53768844221105527,0.61221308040183409,0.29007633587786258,0.86416184971098264,0.47982062780269058,0.63428571428571423,19,131,346,223,700,TR
13,21,28,4,110,19,15,35,55,0.59333333333333338,0.27659574468085107,0.73578595317725748,0.53140096618357491,0.56935189797354457,GV,0.40625,0.66265060240963858,0.53921568627450978,0.56645892393101827,0.20967741935483872,0.82706766917293228,0.52380952380952384,0.59333333333333338,19,62,133,105,300,TE
41,8,82,0,334,12,8,25,190,0.80714285714285716,0.4555555555555556,0.93688639551192154,0.74950690335305714,0.78711501438947773,NN,0.83673469387755106,0.91008174386920981,0.66901408450704225,0.81955809874539476,0.31297709923664124,0.96531791907514453,0.85201793721973096,0.80714285714285716,19,131,346,223,700,TR
11,21,30,3,109,21,11,38,56,0.58666666666666667,0.25287356321839077,0.72425249169435224,0.52830188679245271,0.55825146809365545,NN,0.44,0.64880952380952384,0.52336448598130836,0.56174979231568012,0.17741935483870969,0.81954887218045114,0.53333333333333333,0.58666666666666667,19,62,133,105,300,TE
60,74,7,78,226,22,18,162,53,0.48428571428571426,0.40404040404040403,0.57360406091370564,0.33650793650793648,0.46052995719130602,LM,0.38461538461538464,0.48917748917748916,0.64634146341463417,0.52042884525462929,0.42553191489361702,0.69325153374233128,0.22746781115879827,0.48428571428571426,20,141,326,233,700,TR
20,28,4,20,122,11,7,73,15,0.52333333333333332,0.40404040404040403,0.64893617021276606,0.23999999999999996,0.47699111684218071,LM,0.42553191489361702,0.547085201793722,0.5,0.51110565149635856,0.38461538461538464,0.79738562091503273,0.15789473684210525,0.52333333333333332,20,52,153,95,300,TE
68,29,44,22,258,46,44,52,137,0.66142857142857148,0.49454545454545462,0.77593984962406004,0.59565217391304337,0.65924893798584538,GV,0.5074626865671642,0.76106194690265483,0.6035242290748899,0.65754225552955003,0.48226950354609927,0.79141104294478526,0.58798283261802575,0.66142857142857148,20,141,326,233,700,TR
13,20,19,10,110,33,23,25,47,0.56666666666666665,0.26530612244897961,0.7142857142857143,0.48453608247422686,0.56370853496037598,GV,0.28260869565217389,0.70967741935483875,0.47474747474747475,0.56125769145404492,0.25,0.71895424836601307,0.49473684210526314,0.56666666666666665,20,52,153,95,300,TE
69,6,66,0,288,38,49,8,176,0.76142857142857145,0.53281853281853286,0.91719745222929938,0.68615984405458086,0.76287003745554594,NN,0.5847457627118644,0.95364238410596025,0.62857142857142856,0.77113387516865539,0.48936170212765956,0.8834355828220859,0.75536480686695284,0.76142857142857145,20,141,326,233,700,TR
14,14,24,8,104,41,20,26,49,0.55666666666666664,0.2978723404255319,0.70033670033670037,0.46889952153110048,0.55728777133032448,NN,0.33333333333333331,0.72222222222222221,0.42982456140350878,0.56222222222222218,0.26923076923076922,0.6797385620915033,0.51578947368421058,0.55666666666666664,20,52,153,95,300,TE
59,74,9,67,241,20,17,162,51,0.50142857142857145,0.41403508771929826,0.59875776397515534,0.32903225806451608,0.47266135484975719,LM,0.41258741258741261,0.50524109014675056,0.63749999999999996,0.52990212879363829,0.41549295774647887,0.7347560975609756,0.22173913043478261,0.50142857142857145,21,142,328,230,700,TR
21,28,2,31,107,13,8,73,17,0.48333333333333334,0.37837837837837834,0.59610027855153191,0.26153846153846155,0.44979736196449288,LM,0.34999999999999998,0.51442307692307687,0.53125,0.49196794871794869,0.41176470588235292,0.70860927152317876,0.17346938775510204,0.48333333333333334,21,51,151,98,300,TE
50,38,54,11,267,50,26,51,153,0.67142857142857137,0.43668122270742354,0.7807017543859649,0.62833675564681735,0.66085194694545524,GV,0.57471264367816088,0.75,0.59533073929961089,0.66362180777315616,0.352112676056338,0.81402439024390238,0.66521739130434787,0.67142857142857137,21,142,328,230,700,TR
11,14,26,4,116,31,9,39,50,0.58999999999999997,0.29333333333333328,0.72500000000000009,0.48780487804878053,0.57413292682926831,GV,0.45833333333333331,0.68639053254437865,0.46728971962616822,0.57604787645855227,0.21568627450980393,0.76821192052980136,0.51020408163265307,0.58999999999999997,21,51,151,98,300,TE
8,17,117,0,288,40,1,25,204,0.7142857142857143,0.10596026490066225,0.87537993920972645,0.69035532994923854,0.65850386223572743,NN,0.88888888888888884,0.87272727272727268,0.5650969529085873,0.77492723835106114,0.056338028169014086,0.87804878048780488,0.88695652173913042,0.7142857142857143,21,142,328,230,700,TR
0,8,43,0,115,36,4,29,65,0.59999999999999998,0.0,0.75907590759075916,0.53719008264462809,0.55755030048459397,NN,0.0,0.75657894736842102,0.4513888888888889,0.52826510721247566,0.0,0.76158940397350994,0.66326530612244894,0.59999999999999998,21,51,151,98,300,TE
55,72,10,73,243,25,13,163,46,0.49142857142857144,0.39568345323741005,0.5934065934065933,0.30363036303630364,0.46280888862747555,LM,0.39007092198581561,0.50836820083682011,0.5679012345679012,0.50409620981640924,0.40145985401459855,0.71260997067448684,0.2072072072072072,0.49142857142857144,22,137,341,222,700,TR
25,30,1,25,105,8,12,72,22,0.50666666666666671,0.42372881355932196,0.60869565217391308,0.32116788321167883,0.4725753639325333,LM,0.40322580645161288,0.50724637681159424,0.70967741935483875,0.55935483870967739,0.44642857142857145,0.76086956521739135,0.20754716981132076,0.50666666666666671,22,56,138,106,300,TE
51,39,47,8,287,46,33,71,118,0.65142857142857147,0.44541484716157209,0.7777777777777779,0.54503464203233243,0.63891678116362216,GV,0.55434782608695654,0.7229219143576826,0.55924170616113744,0.63801954819665041,0.37226277372262773,0.84164222873900296,0.53153153153153154,0.65142857142857147,22,137,341,222,700,TR
12,21,23,4,123,11,17,37,52,0.62333333333333329,0.2696629213483146,0.77115987460815039,0.54166666666666652,0.59645950986032337,GV,0.36363636363636365,0.6795580110497238,0.60465116279069764,0.59411888381437394,0.21428571428571427,0.89130434782608692,0.49056603773584906,0.62333333333333329,22,56,138,106,300,TE
11,13,113,0,306,35,2,30,190,0.72428571428571431,0.14666666666666667,0.88695652173913042,0.67857142857142849,0.6759833776989056,NN,0.84615384615384615,0.87679083094555876,0.56213017751479288,0.7710023566911377,0.080291970802919707,0.8973607038123167,0.85585585585585588,0.72428571428571431,22,137,341,222,700,TR
0,17,39,2,115,21,3,31,72,0.62333333333333329,0.0,0.76411960132890366,0.60504201680672276,0.56527652921633775,NN,0.0,0.70552147239263807,0.54545454545454541,0.51726715002788615,0.0,0.83333333333333337,0.67924528301886788,0.62333333333333329,22,56,138,106,300,TE
60,65,6,63,242,23,21,170,50,0.50285714285714289,0.4363636363636364,0.60124223602484472,0.3125,0.47097655682826495,LM,0.41666666666666669,0.5073375262054507,0.63291139240506333,0.53360241071191628,0.4580152671755725,0.73780487804878048,0.2074688796680498,0.50285714285714289,23,131,328,241,700,TR
20,37,5,35,106,10,4,65,18,0.47999999999999998,0.33057851239669422,0.59052924791086348,0.29999999999999999,0.45255261401045138,LM,0.33898305084745761,0.50961538461538458,0.54545454545454541,0.48474472561336956,0.32258064516129031,0.70198675496688745,0.20689655172413793,0.47999999999999998,23,62,151,87,300,TE
43,29,59,14,265,49,22,57,162,0.67142857142857137,0.40952380952380951,0.78055964653902798,0.63405088062622317,0.66068206477620006,GV,0.54430379746835444,0.75498575498575493,0.59999999999999998,0.66219875014811724,0.3282442748091603,0.80792682926829273,0.67219917012448138,0.67142857142857137,23,131,328,241,700,TR
18,15,29,5,115,31,15,20,52,0.6166666666666667,0.35999999999999999,0.76411960132890377,0.52261306532663321,0.61056465494693857,GV,0.47368421052631576,0.76666666666666672,0.4642857142857143,0.61842648287385138,0.29032258064516131,0.76158940397350994,0.5977011494252874,0.6166666666666667,23,62,151,87,300,TE
15,4,112,1,276,51,3,6,232,0.74714285714285711,0.20000000000000001,0.89902280130293155,0.72955974842767291,0.70986196885490094,NN,0.78947368421052633,0.965034965034965,0.58734177215189876,0.80214555464522164,0.11450381679389313,0.84146341463414631,0.96265560165975106,0.74714285714285711,23,131,328,241,700,TR
4,12,46,0,86,65,5,11,71,0.53666666666666663,0.11267605633802817,0.66153846153846163,0.52788104089219334,0.50934624580962096,NN,0.44444444444444442,0.78899082568807344,0.39010989010989011,0.60210910224671688,0.064516129032258063,0.56953642384105962,0.81609195402298851,0.53666666666666663,23,62,151,87,300,TE
50,73,10,67,241,23,22,164,50,0.48714285714285716,0.36764705882352938,0.59579728059332504,0.31347962382445144,0.45726735703212934,LM,0.35971223021582732,0.50418410041841,0.60240963855421692,0.50985048365141994,0.37593984962406013,0.72809667673716016,0.21186440677966101,0.48714285714285716,24,133,331,236,700,TR
30,29,1,31,107,10,3,71,18,0.51666666666666672,0.4838709677419355,0.60281690140845068,0.2975206611570248,0.48540353433137701,LM,0.46875,0.51690821256038644,0.62068965517241381,0.53910287911599752,0.5,0.72297297297297303,0.19565217391304349,0.51666666666666672,24,60,148,92,300,TE
26,37,70,6,272,53,17,65,154,0.64571428571428569,0.2857142857142857,0.77163120567375887,0.60038986354775836,0.6215741955361217,GV,0.53061224489795922,0.72727272727272729,0.55595667870036103,0.63214925353140938,0.19548872180451127,0.82175226586102723,0.65254237288135597,0.64571428571428569,24,133,331,236,700,TR
7,21,32,1,123,24,4,34,54,0.61333333333333329,0.19444444444444445,0.754601226993865,0.53465346534653468,0.57511922357879963,GV,0.58333333333333337,0.6910112359550562,0.49090909090909091,0.60811099761661547,0.11666666666666667,0.83108108108108103,0.58695652173913049,0.61333333333333329,24,60,148,92,300,TE
32,12,89,3,281,47,19,17,200,0.73285714285714287,0.34224598930481281,0.87675507020280818,0.69930069930069916,0.71537087121376375,NN,0.59259259259259256,0.90645161290322585,0.59523809523809523,0.74189498451710445,0.24060150375939848,0.84894259818731121,0.84745762711864403,0.73285714285714287,24,133,331,236,700,TR
11,9,40,1,109,38,8,20,64,0.61333333333333329,0.27499999999999997,0.7622377622377623,0.54700854700854695,0.59878658378658367,NN,0.55000000000000004,0.78985507246376807,0.45070422535211269,0.63787779819010682,0.18333333333333332,0.73648648648648651,0.69565217391304346,0.61333333333333329,24,60,148,92,300,TE
57,64,10,65,249,25,20,163,47,0.50428571428571434,0.41758241758241754,0.61104294478527621,0.30128205128205127,0.47305960968625299,LM,0.40140845070422537,0.52310924369747902,0.57317073170731703,0.51678258421197398,0.4351145038167939,0.73451327433628322,0.20434782608695654,0.50428571428571434,25,131,339,230,700,TR
23,38,1,33,99,8,5,72,21,0.47666666666666668,0.37398373983739835,0.56733524355300857,0.328125,0.44923391989113298,LM,0.37704918032786883,0.47368421052631576,0.69999999999999996,0.52764279551337356,0.37096774193548387,0.70714285714285718,0.21428571428571427,0.47666666666666668,25,62,140,98,300,TE
44,37,50,8,284,47,31,61,138,0.6657142857142857,0.41121495327102803,0.78779472954230245,0.59354838709677427,0.65349671603657611,GV,0.53012048192771088,0.74345549738219896,0.58723404255319145,0.65220146647475663,0.33587786259541985,0.83775811209439532,0.59999999999999998,0.6657142857142857,25,131,339,230,700,TR
11,12,39,7,111,22,7,33,58,0.59999999999999998,0.25287356321839077,0.75,0.53456221198156673,0.57688419231244592,GV,0.44,0.71153846153846156,0.48739495798319327,0.58220030165912517,0.17741935483870969,0.79285714285714282,0.59183673469387754,0.59999999999999998,25,62,140,98,300,TE
